9	18	0.144843186751610
9	21	0.196211782187026
9	24	0.134979705871858
9	27	0.0825503238166535
9	48	0.0541050993923566
9	57	0.0421146975055517
9	105	0.0349473979446267
9	108	0.0342737888897586
12	21	0.181141650739591
12	54	0.0602012764587071
12	108	0.0396449998389970
12	111	0.0372913374196413
15	54	0.0631446477446491
15	108	0.0536961488555304
15	111	0.0586991360947065
18	36	0.0335002318672724
18	39	0.0312501144971395
18	42	0.0458999821554440
18	45	0.0864494978782189
18	48	0.0801947403548100
18	51	0.0963624044601969
18	54	0.112906321764494
18	57	0.0725071174877028
18	105	0.0697090006402739
18	108	0.105912830026264
18	111	0.116232521069233
21	36	0.0450395491079731
21	39	0.0305849158608790
21	42	0.0528363335763663
21	45	0.113910118682797
21	48	0.115013197593716
21	51	0.125478595516211
21	54	0.141198125665847
21	57	0.102421269355282
21	66	0.0539241082022385
21	69	0.0541746027201910
21	72	0.0472396093389091
21	75	0.0222438182626303
21	90	0.0350418105130850
21	93	0.0207943416997435
21	105	0.0946117676909932
21	108	0.142927186549530
21	111	0.166953685085428
21	114	0.103705039147412
24	45	0.0685766128988283
24	48	0.0669543182712502
24	51	0.0881805998427942
24	54	0.103383848403210
24	57	0.0691421157154912
24	105	0.0709397991851970
24	108	0.115054198794233
24	111	0.137802347627309
27	54	0.0679506267810538
27	108	0.0576955097007208
27	111	0.0605031203802864
36	105	0.105949022057693
36	108	0.0756071517091633
39	54	0.0537873367319861
39	108	0.0442158686104961
39	111	0.0521144018477059
42	54	0.229290424804433
42	108	0.255943359519932
42	111	0.226051013422635
45	54	0.830594349986039
45	57	0.353018820856925
45	66	0.108555118950285
45	105	0.262641295265114
45	108	0.447672499826732
45	111	0.432360721473724
48	63	0.0798862368977387
48	72	0.202155415931743
48	75	0.0951847231556795
48	93	0.0616688407303966
48	105	0.236099691532704
48	108	0.416953101989763
48	111	0.473046302692998
51	72	0.164899067499534
51	75	0.0935837812354225
51	93	0.0765772076012430
51	105	0.358069598512084
51	108	0.544524507535607
51	111	0.551197145963467
51	114	0.228656121205762
54	66	0.305399792639303
54	69	0.239251086080109
54	72	0.138007918433423
54	75	0.0503144665617814
54	90	0.198023426634340
54	93	0.0661980847354941
54	105	0.402893677532421
54	108	0.502228878025278
54	111	0.437750434472857
54	114	0.152955671546542
54	117	0.0384115234637298
54	138	0.0303837432376323
57	72	0.303188784966116
57	75	0.0645760210249615
57	93	0.0707799857281588
57	105	0.211997639658150
57	108	0.269280934204144
57	111	0.255034001856850
57	114	0.115970889056117
60	105	0.0671157879164293
60	108	0.112016950326507
63	105	0.0618240338067998
63	108	0.0640030085719870
66	75	0.0883868240170667
66	93	0.0306811873469118
66	105	0.0838317791085845
66	108	0.0977226762736925
66	111	0.0811902909395328
69	105	0.103385372191748
69	108	0.104423830748917
69	111	0.0861588261475281
72	105	0.101265430857510
72	108	0.0990908295769261
72	111	0.0817716883146593
75	105	0.0474014993570610
75	108	0.0591306384523937
75	111	0.0504100011763155
90	105	0.122884948803421
90	108	0.135169413488833
90	111	0.114106872165283
93	105	0.0397362667444337
93	108	0.0340089861582598
108	138	0.0368108526641112
111	138	0.111323387708435
114	138	0.138555800264694
