9	18	0.148481963589047
9	21	0.232802834679722
9	24	0.172396732137208
9	27	0.0864110087949896
9	48	0.0509870210973661
9	51	0.0414000158327596
9	66	0.0297801724424954
12	21	0.227885274989902
12	54	0.0491727439327329
12	108	0.0333749615331975
12	111	0.0336975253327242
15	54	0.0631705144827782
15	108	0.0450181653073140
15	111	0.0438842962603885
18	36	0.0342536235758462
18	39	0.0340854425043424
18	42	0.0591576769405353
18	45	0.0887065348901025
18	48	0.0686657278837313
18	51	0.0924110454719230
18	54	0.0997198554367803
18	57	0.0591223795104368
18	72	0.0311160447985313
18	105	0.0651801837237915
18	108	0.0824248422057853
18	111	0.0761030482532797
21	36	0.0369550591849040
21	39	0.0310937590084322
21	42	0.0695080193814136
21	45	0.120695234149669
21	48	0.0972647260868178
21	51	0.116181488590902
21	54	0.118835905432685
21	57	0.0778742320750910
21	66	0.0386801769594423
21	69	0.0505730718951232
21	72	0.0478677099073233
21	75	0.0254780881782520
21	105	0.0862881528390776
21	108	0.109817101948055
21	111	0.107220796251732
21	114	0.0648269793441072
24	54	0.0920754729805811
24	57	0.0569664052811548
24	72	0.0458419233799324
24	75	0.0241632833715401
24	105	0.0671696663672186
24	108	0.0900956952018535
24	111	0.0844945647320486
27	72	0.0323048337604135
27	75	0.0178028771564911
27	105	0.0354975267039755
27	108	0.0495903381233219
27	111	0.0432471606819532
36	105	0.0667616600875235
39	54	0.0428181445879828
39	108	0.0339760234970544
39	111	0.0390573790805554
42	54	0.240830331474894
42	108	0.232245572840592
42	111	0.197951358583981
45	54	0.817957586249843
45	57	0.405207333066142
45	66	0.100526485009853
45	105	0.264991220575030
45	108	0.386978255327550
45	111	0.336392511033972
45	114	0.106241382682258
48	63	0.0786984291300200
48	72	0.173728479113697
48	75	0.0810667550972446
48	93	0.0543837196844221
48	105	0.221207917076550
48	108	0.315060555365292
48	111	0.302197644536037
51	72	0.162521212310347
51	75	0.0880077215059647
51	93	0.0641599823620307
51	105	0.374606493299017
51	108	0.463966679295119
51	111	0.395313744972178
54	66	0.327165295848629
54	69	0.260281735937778
54	72	0.156498975121320
54	75	0.0860785299406252
54	90	0.207417262896628
54	93	0.0626204864291843
54	105	0.444284295177297
54	108	0.493257353724980
54	111	0.389248439713167
54	114	0.129393761610679
57	72	0.320154739668919
57	75	0.0967990683033001
57	90	0.113632494734644
57	93	0.0761521338163458
57	105	0.238559035237396
57	108	0.272266354819823
57	111	0.226465189536149
57	114	0.100860480645117
66	75	0.111859550929376
66	105	0.0856506070034821
66	108	0.0848690647467068
66	111	0.0560170494356656
69	105	0.119886456859969
69	108	0.113721525804942
69	111	0.0767595423644393
72	111	0.0746884311014503
111	138	0.0893019402317472
114	138	0.132643711544938
